"appln_id";"ctry_code";"techn_field_nr";"weight";"priority_year"
465053;"NZ";14;"25";2008
465053;"NZ";16;"75";2008
465053;"NZ";16;"75";2008
465053;"NZ";16;"75";2008
465142;"US";1;"5";2007
465142;"US";25;"5";2007
465160;"US";21;"8";2008
465160;"US";21;"8";2008
465160;"US";29;"2";2008
465160;"US";29;"2";2008
465178;"US";21;"6666667";2007
465178;"US";21;"6666667";2007
465178;"US";21;"6666667";2007
465178;"US";21;"6666667";2007
465178;"US";21;"6666667";2007
465178;"US";28;"3,333333E+07";2007
465178;"US";28;"3,333333E+07";2007
465178;"US";28;"3,333333E+07";2007
465178;"US";28;"3,333333E+07";2007
465178;"US";28;"3,333333E+07";2007
465228;"US";1;"1,666667E+07";2007
465228;"US";1;"1,666667E+07";2007
465228;"US";1;"1,666667E+07";2007
465228;"US";1;"1,666667E+07";2007
465228;"US";1;"1,666667E+07";2007
465228;"US";17;"1,666667E+07";2007
465228;"US";17;"1,666667E+07";2007
465228;"US";17;"1,666667E+07";2007
465228;"US";17;"1,666667E+07";2007
465228;"US";17;"1,666667E+07";2007
465228;"US";21;"6666667";2007
465228;"US";21;"6666667";2007
465228;"US";21;"6666667";2007
465228;"US";21;"6666667";2007
465228;"US";21;"6666667";2007
465317;"TW";9;"10";2007
465317;"TW";9;"10";2007
465317;"TW";9;"10";2007
465317;"TW";9;"10";2007
465371;"US";14;"3,333333E+07";2007
465371;"US";14;"3,333333E+07";2007
465371;"US";14;"3,333333E+07";2007
465371;"US";15;"6666667";2007
465371;"US";15;"6666667";2007
465371;"US";15;"6666667";2007
465403;"US";11;"5714286";2007
465403;"US";11;"5714286";2007
465403;"US";11;"5714286";2007
465403;"US";15;"4,285714E+07";2007
465403;"US";15;"4,285714E+07";2007
465403;"US";15;"4,285714E+07";2007
465553;"JP";8;"10";2007
465553;"US";8;"10";2007
465560;"US";8;"10";2007
465560;"US";8;"10";2007
465560;"US";8;"10";2007
465560;"US";8;"10";2007
465671;"KR";3;"5714286";2008
465671;"KR";3;"5714286";2008
465671;"KR";3;"5714286";2008
465671;"KR";4;"4,285714E+07";2008
465671;"KR";4;"4,285714E+07";2008
465671;"KR";4;"4,285714E+07";2008
465721;"US";4;"3,333333E+07";2007
465721;"US";12;"6666667";2007
465746;"US";29;"10";2008
465746;"US";29;"10";2008
465746;"US";29;"10";2008
465821;"US";1;"5";2008
465821;"US";1;"5";2008
465821;"US";32;"5";2008
465821;"US";32;"5";2008
466114;"JP";17;"2857143";2008
466114;"JP";20;"4,285714E+07";2008
466114;"JP";21;"1,428572E+07";2008
466114;"JP";29;"1,428572E+07";2008
466164;"US";17;"10";2008
466164;"US";17;"10";2008
466164;"US";17;"10";2008
466239;"JP";13;"10";2007
466239;"JP";13;"10";2007
466239;"JP";13;"10";2007
466303;"US";13;"10";2008
466303;"US";13;"10";2008
466303;"US";13;"10";2008
466307;"CA";13;"4";2008
466307;"CA";34;"6";2008
466339;"US";13;"10";2007
466339;"US";13;"10";2007
466364;"US";13;"10";2007
466407;"US";13;"10";2007
466407;"US";13;"10";2007
466407;"US";13;"10";2007
466407;"US";13;"10";2007
466407;"US";13;"10";2007
466407;"US";13;"10";2007
466407;"US";13;"10";2007
466407;"US";13;"10";2007
466407;"US";13;"10";2007
466471;"US";13;"10";2008
466596;"US";6;"5";2006
466596;"US";6;"5";2006
466596;"US";10;"5";2006
466596;"US";10;"5";2006
466671;"US";6;"10";2007
466682;"US";6;"10";2007
466682;"US";6;"10";2007
466682;"US";6;"10";2007
466714;"US";6;"6666667";2007
466714;"US";7;"3,333333E+07";2007
466739;"US";7;"10";2008
466782;"US";7;"10";2007
466782;"US";7;"10";2007
466782;"US";7;"10";2007
466796;"AU";7;"10";2007
466796;"US";7;"10";2007
466796;"US";7;"10";2007
466800;"SG";7;"10";2007
466800;"US";7;"10";2007
466800;"US";7;"10";2007
466800;"AU";7;"10";2007
466814;"US";4;"25";2007
466814;"US";4;"25";2007
466814;"US";6;"25";2007
466814;"US";6;"25";2007
466814;"US";7;"5";2007
466814;"US";7;"5";2007
466821;"US";7;"10";2007
466821;"US";7;"10";2007
466821;"US";7;"10";2007
466821;"US";7;"10";2007
466821;"US";7;"10";2007
466821;"US";7;"10";2007
466857;"US";6;"10";2007
466900;"JP";6;"10";2008
466900;"JP";6;"10";2008
466907;"US";6;"10";2006
466914;"US";6;"10";2007
466914;"US";6;"10";2007
466914;"US";6;"10";2007
466914;"US";6;"10";2007
466914;"US";6;"10";2007
467025;"TW";6;"10";2008
467032;"US";1;"8";2007
467032;"US";1;"8";2007
467032;"US";1;"8";2007
467032;"US";1;"8";2007
467032;"US";6;"2";2007
467032;"US";6;"2";2007
467032;"US";6;"2";2007
467032;"US";6;"2";2007
467075;"US";6;"10";2007
467075;"US";6;"10";2007
467114;"IN";6;"10";2007
467114;"IN";6;"10";2007
362937;"DE";26;"10";2004
362937;"DE";26;"10";2004
362937;"DE";26;"10";2004
363291;"FR";32;"10";2005
363330;"RU";24;"10";2005
363330;"RU";24;"10";2005
363330;"RU";24;"10";2005
363330;"RU";24;"10";2005
363448;"IT";6;"10";2005
363448;"IT";6;"10";2005
363448;"IT";6;"10";2005
363448;"IT";6;"10";2005
363448;"IT";6;"10";2005
363455;"GB";3;"10";2005
363455;"GB";3;"10";2005
363498;"GB";4;"10";2005
363541;"IT";6;"10";2005
363541;"IT";6;"10";2005
364059;"GB";6;"10";2006
364123;"DE";10;"10";2006
467269;"US";6;"10";2007
467269;"US";6;"10";2007
363436;"DE";18;"2";2005
363436;"DE";18;"2";2005
363436;"DE";30;"6";2005
363436;"DE";30;"6";2005
363436;"DE";33;"2";2005
363436;"DE";33;"2";2005
363454;"CH";5;"5";2005
363454;"CH";5;"5";2005
363454;"CH";5;"5";2005
363454;"CH";10;"5";2005
363454;"CH";10;"5";2005
363454;"CH";10;"5";2005
364389;"SE";2;"5";2006
364389;"SE";3;"5";2006
365607;"US";16;"10";2004
365607;"US";16;"10";2004
365607;"US";16;"10";2004
365726;"DE";21;"5";2007
365726;"DE";21;"5";2007
365726;"DE";21;"5";2007
365726;"DE";26;"5";2007
365726;"DE";26;"5";2007
365726;"DE";26;"5";2007
367848;"FR";13;"10";2008
367865;"FR";13;"75";2008
367865;"FR";33;"25";2008
367897;"FR";2;"25";2008
367897;"FR";6;"25";2008
367897;"FR";12;"25";2008
367897;"FR";35;"25";2008
367898;"BE";33;"5";2008
367898;"FR";33;"5";2008
367898;"BE";34;"5";2008
367898;"FR";34;"5";2008
367947;"FR";34;"10";2008
367947;"FR";34;"10";2008
367947;"FR";34;"10";2008
367948;"FR";32;"10";2008
368016;"FR";11;"1";2008
368016;"FR";11;"1";2008
368016;"FR";11;"1";2008
368016;"FR";14;"4";2008
368016;"FR";14;"4";2008
368016;"FR";14;"4";2008
368016;"FR";15;"2";2008
368016;"FR";15;"2";2008
368016;"FR";15;"2";2008
368016;"FR";16;"3";2008
368016;"FR";16;"3";2008
368016;"FR";16;"3";2008
368030;"FR";23;"5";2008
368030;"FR";23;"5";2008
368030;"FR";24;"5";2008
368030;"FR";24;"5";2008
368047;"FR";19;"4";2008
368047;"FR";19;"4";2008
368047;"FR";21;"2";2008
368047;"FR";21;"2";2008
368047;"FR";22;"4";2008
368047;"FR";22;"4";2008
368065;"FR";25;"10";2008
368097;"LU";13;"10";2008
368115;"FR";32;"10";2008
368130;"FR";2;"5";2008
368130;"FR";2;"5";2008
368130;"FR";2;"5";2008
368130;"FR";5;"5";2008
368130;"FR";5;"5";2008
368130;"FR";5;"5";2008
368133;"FR";12;"10";2008
368147;"FR";9;"6666667";2008
368147;"FR";9;"6666667";2008
368147;"FR";9;"6666667";2008
368147;"FR";9;"6666667";2008
368147;"FR";20;"3,333333E+07";2008
368147;"FR";20;"3,333333E+07";2008
368147;"FR";20;"3,333333E+07";2008
368147;"FR";20;"3,333333E+07";2008
368148;"FR";35;"10";2008
368148;"FR";35;"10";2008
368148;"FR";35;"10";2008
368180;"FR";24;"10";2008
368180;"FR";24;"10";2008
368180;"FR";24;"10";2008
368180;"FR";24;"10";2008
368180;"FR";24;"10";2008
368183;"FR";14;"6666667";2008
368183;"FR";14;"6666667";2008
368183;"FR";16;"3,333333E+07";2008
368183;"FR";16;"3,333333E+07";2008
368197;"FR";24;"10";2008
368197;"FR";24;"10";2008
368197;"FR";24;"10";2008
368198;"FR";32;"10";2008
368198;"FR";32;"10";2008
368198;"FR";32;"10";2008
368198;"FR";32;"10";2008
368216;"FR";31;"5";2008
368216;"FR";31;"5";2008
368216;"FR";32;"5";2008
368216;"FR";32;"5";2008
368266;"DE";1;"10";2007
368266;"DE";1;"10";2007
368801;"CA";27;"10";2008
369119;"DE";1;"10";2008
369319;"AT";13;"10";2007
369437;"CA";2;"25";2008
369437;"CA";2;"25";2008
369437;"CA";2;"25";2008
369437;"CA";3;"5";2008
369437;"CA";3;"5";2008
369437;"CA";3;"5";2008
369437;"CA";4;"25";2008
369437;"CA";4;"25";2008
369437;"CA";4;"25";2008
369520;"DK";16;"10";2008
369534;"CN";4;"10";2007
369534;"CN";4;"10";2007
369534;"CN";4;"10";2007
370320;"ZA";4;"10";2008
370320;"ZA";4;"10";2008
370320;"ZA";4;"10";2008
370423;"IN";7;"10";2008
370423;"IN";7;"10";2008
370623;"KR";2;"10";2007
370905;"SE";4;"6666667";2007
370905;"SE";10;"3,333333E+07";2007
371074;"US";16;"10";2007
371074;"US";16;"10";2007
371091;"US";11;"5";2007
371091;"US";11;"5";2007
371091;"US";15;"5";2007
371091;"US";15;"5";2007
371124;"US";6;"10";2007
371492;"US";6;"10";2008
371492;"US";6;"10";2008
371492;"US";6;"10";2008
371609;"FR";8;"5";2008
371609;"FR";8;"5";2008
371609;"GB";8;"5";2008
371609;"FR";26;"5";2008
371609;"FR";26;"5";2008
371609;"GB";26;"5";2008
371623;"US";8;"10";2008
371623;"US";8;"10";2008
371960;"US";6;"10";2008
371960;"US";6;"10";2008
372110;"US";6;"10";2008
372178;"US";13;"10";2008
372178;"US";13;"10";2008
372178;"US";13;"10";2008
372178;"US";13;"10";2008
372178;"US";13;"10";2008
372292;"US";14;"5";2008
372292;"US";15;"5";2008
372710;"US";15;"10";2008
372710;"US";15;"10";2008
372710;"US";15;"10";2008
372710;"US";15;"10";2008
372710;"US";15;"10";2008
374149;"DE";26;"10";2004
374217;"DE";19;"10";2004
374217;"DE";19;"10";2004
374735;"US";20;"10";2005
374735;"US";20;"10";2005
374735;"US";20;"10";2005
374735;"US";20;"10";2005
375236;"DE";6;"10";2006
375250;"DE";25;"1,111111E+07";2006
375250;"DE";25;"1,111111E+07";2006
375250;"DE";28;"3,333333E+07";2006
375250;"DE";28;"3,333333E+07";2006
375250;"DE";34;"5555556";2006
375250;"DE";34;"5555556";2006
375336;"BE";32;"10";2006
375368;"CN";13;"10";2006
376554;"DE";13;"10";2007
376554;"NL";13;"10";2007
376690;"DE";25;"10";2007
376690;"DE";25;"10";2007
376690;"DE";25;"10";2007
376690;"DE";25;"10";2007
378811;"FR";15;"10";2008
466310;"US";13;"10";2007
466310;"US";13;"10";2007
466342;"US";13;"10";2007
466342;"US";13;"10";2007
466342;"US";13;"10";2007
466342;"US";13;"10";2007
466342;"US";13;"10";2007
466342;"US";13;"10";2007
466359;"US";13;"10";2007
466376;"US";13;"10";2008
466442;"US";13;"10";2007
466442;"US";13;"10";2007
466442;"US";13;"10";2007
466459;"US";13;"10";2008
466459;"US";13;"10";2008
466459;"US";13;"10";2008
466476;"US";13;"10";2007
466476;"US";13;"10";2007
466476;"US";13;"10";2007
466525;"US";6;"1,666667E+07";2008
466525;"US";6;"1,666667E+07";2008
466525;"US";6;"1,666667E+07";2008
466525;"US";12;"1,666667E+07";2008
466525;"US";12;"1,666667E+07";2008
466525;"US";12;"1,666667E+07";2008
466525;"US";23;"1,666667E+07";2008
466525;"US";23;"1,666667E+07";2008
466525;"US";23;"1,666667E+07";2008
466525;"US";30;"3,333333E+07";2008
466525;"US";30;"3,333333E+07";2008
466525;"US";30;"3,333333E+07";2008
466525;"US";35;"1,666667E+07";2008
466525;"US";35;"1,666667E+07";2008
466525;"US";35;"1,666667E+07";2008
466578;"US";10;"5";2007
466578;"US";12;"5";2007
466625;"US";6;"10";2007
466625;"US";6;"10";2007
466676;"US";7;"10";2007
466676;"US";7;"10";2007
466693;"US";7;"25";2008
466693;"US";10;"25";2008
466693;"US";32;"5";2008
466725;"US";7;"10";2007
466725;"US";7;"10";2007
466729;"US";6;"5";2007
466729;"US";7;"5";2007
466759;"US";7;"10";2007
466759;"US";7;"10";2007
466776;"SG";7;"10";2007
466776;"SG";7;"10";2007
466776;"SG";7;"10";2007
466812;"TW";4;"10";2007
466812;"TW";4;"10";2007
466812;"TW";4;"10";2007
466827;"US";6;"10";2007
466827;"US";6;"10";2007
466842;"FI";6;"10";2007
466842;"FI";6;"10";2007
466859;"US";6;"10";2008
466859;"IN";6;"10";2008
466859;"US";6;"10";2008
466859;"US";6;"10";2008
466859;"US";6;"10";2008
466859;"US";6;"10";2008
466859;"US";6;"10";2008
466895;"US";6;"10";2007
466910;"FI";6;"10";2007
466946;"US";6;"10";2007
466946;"US";6;"10";2007
466946;"US";6;"10";2007
466978;"US";6;"10";2007
467112;"IL";6;"10";2007
467112;"IL";6;"10";2007
467129;"US";6;"10";2007
467129;"US";6;"10";2007
467144;"US";6;"5";2007
467144;"US";6;"5";2007
467144;"US";6;"5";2007
467144;"US";10;"5";2007
467144;"US";10;"5";2007
467144;"US";10;"5";2007
467146;"US";6;"25";2008
467146;"US";10;"75";2008
467227;"US";6;"10";2007
467227;"US";6;"10";2007
467227;"US";6;"10";2007
467229;"US";6;"10";2007
467229;"US";6;"10";2007
467229;"US";6;"10";2007
467229;"US";6;"10";2007
467229;"US";6;"10";2007
467278;"IN";6;"10";2008
467278;"US";6;"10";2008
467278;"IN";6;"10";2008
467280;"US";6;"3,333333E+07";2007
467280;"US";6;"3,333333E+07";2007
467280;"US";6;"3,333333E+07";2007
467280;"US";6;"3,333333E+07";2007
467280;"US";10;"2,222222E+07";2007
467280;"US";10;"2,222222E+07";2007
467280;"US";10;"2,222222E+07";2007
467280;"US";10;"2,222222E+07";2007
467280;"US";12;"3,333333E+07";2007
467280;"US";12;"3,333333E+07";2007
467280;"US";12;"3,333333E+07";2007
467280;"US";12;"3,333333E+07";2007
363328;"DE";1;"25";2005
363328;"DE";3;"75";2005
363445;"DE";10;"10";2005
363445;"DE";10;"10";2005
363445;"DE";10;"10";2005
363445;"DE";10;"10";2005
363445;"DE";10;"10";2005
363445;"CH";10;"10";2005
363445;"DE";10;"10";2005
363445;"CH";10;"10";2005
363445;"DE";10;"10";2005
363496;"GB";6;"10";2005
364211;"DE";28;"10";2006
364315;"GB";6;"10";2006
364315;"GB";6;"10";2006
364347;"FR";35;"10";2006
364347;"US";35;"10";2006
364347;"FR";35;"10";2006
364364;"DE";3;"10";2006
364381;"CH";33;"10";2006
365632;"IT";19;"10";2007
365751;"US";13;"10";2007
365751;"US";13;"10";2007
365751;"US";13;"10";2007
365783;"US";6;"75";2007
365783;"US";6;"75";2007
365783;"US";6;"75";2007
365783;"US";33;"25";2007
365783;"US";33;"25";2007
365783;"US";33;"25";2007
367857;"FR";14;"5";2008
367857;"FR";14;"5";2008
367857;"FR";16;"5";2008
367857;"FR";16;"5";2008
367872;"FR";6;"5";2008
367872;"FR";6;"5";2008
367872;"FR";6;"5";2008
367872;"FR";32;"5";2008
367872;"FR";32;"5";2008
367872;"FR";32;"5";2008
367908;"FR";32;"10";2008
367908;"FR";32;"10";2008
367940;"FR";27;"5";2008
367940;"FR";34;"5";2008
367991;"FR";31;"5";2008
367991;"FR";35;"5";2008
368008;"FR";1;"10";2008
368008;"FR";1;"10";2008
368008;"FR";1;"10";2008
368008;"FR";1;"10";2008
368023;"FR";13;"10";2008
368023;"FR";13;"10";2008
368023;"FR";13;"10";2008
368025;"FR";24;"10";2008
368025;"FR";24;"10";2008
368025;"FR";24;"10";2008
368074;"FR";21;"5";2008
368074;"FR";35;"5";2008
368091;"FR";7;"10";2008
368106;"FR";2;"10";2008
368106;"FR";2;"10";2008
368106;"FR";2;"10";2008
368108;"FR";32;"10";2008
368125;"FR";13;"10";2008
368125;"FR";13;"10";2008
368125;"FR";13;"10";2008
368125;"FR";13;"10";2008
368157;"FR";20;"5";2008
368157;"FR";20;"5";2008
368157;"FR";21;"5";2008
368157;"FR";21;"5";2008
368174;"FR";27;"5";2008
368174;"FR";27;"5";2008
368174;"FR";27;"5";2008
368174;"FR";35;"5";2008
368174;"FR";35;"5";2008
368174;"FR";35;"5";2008
368191;"FR";13;"10";2008
467311;"JP";6;"952381";2008
467311;"JP";6;"952381";2008
467394;"US";33;"10";2006
467428;"US";35;"10";2005
467464;"US";10;"10";2007
467464;"US";10;"10";2007
362927;"GB";4;"10";2004
363342;"KR";6;"4,285714E+07";2005
363342;"KR";6;"4,285714E+07";2005
363342;"KR";6;"4,285714E+07";2005
363342;"KR";8;"5714286";2005
363342;"KR";8;"5714286";2005
363342;"KR";8;"5714286";2005
363429;"CH";12;"10";2005
363459;"CH";16;"10";2005
363459;"DE";16;"10";2005
363459;"CH";16;"10";2005
364063;"DE";4;"10";2006
364063;"DE";4;"10";2006
364063;"DE";4;"10";2006
364063;"DE";4;"10";2006
364063;"IT";4;"10";2006
364063;"IT";4;"10";2006
364063;"DE";4;"10";2006
364261;"SE";13;"10";2006
364261;"SE";13;"10";2006
364261;"SE";13;"10";2006
364312;"GB";2;"10";2006
364312;"GB";2;"10";2006
365635;"DE";6;"2";2007
365635;"DE";6;"2";2007
365635;"DE";6;"2";2007
365635;"DE";6;"2";2007
365635;"DE";12;"4";2007
365635;"DE";12;"4";2007
365635;"DE";12;"4";2007
365635;"DE";12;"4";2007
365635;"DE";32;"4";2007
365635;"DE";32;"4";2007
365635;"DE";32;"4";2007
365635;"DE";32;"4";2007
365665;"US";13;"1,818182E+07";2004
365665;"US";13;"1,818182E+07";2004
365665;"US";13;"1,818182E+07";2004
365665;"US";13;"1,818182E+07";2004
365665;"US";18;"1,818182E+07";2004
365665;"US";18;"1,818182E+07";2004
365665;"US";18;"1,818182E+07";2004
365665;"US";18;"1,818182E+07";2004
365665;"US";23;"3,636364E+07";2004
365665;"US";23;"3,636364E+07";2004
365665;"US";23;"3,636364E+07";2004
365665;"US";23;"3,636364E+07";2004
365665;"US";24;"2,727273E+07";2004
365665;"US";24;"2,727273E+07";2004
365665;"US";24;"2,727273E+07";2004
365665;"US";24;"2,727273E+07";2004
367839;"FR";21;"5";2008
367839;"FR";21;"5";2008
367839;"FR";29;"25";2008
367839;"FR";29;"25";2008
367839;"FR";32;"25";2008
367839;"FR";32;"25";2008
367841;"FR";1;"10";2008
367858;"FR";31;"10";2008
367858;"FR";31;"10";2008
367858;"FR";31;"10";2008
367873;"FR";6;"10";2008
367873;"FR";6;"10";2008
367905;"FR";14;"25";2008
367905;"FR";14;"25";2008
367905;"FR";14;"25";2008
367905;"KR";14;"25";2008
367905;"KR";14;"25";2008
367905;"FR";14;"25";2008
367905;"FR";14;"25";2008
367905;"FR";14;"25";2008
367905;"FR";23;"25";2008
367905;"FR";23;"25";2008
367905;"FR";23;"25";2008
367905;"KR";23;"25";2008
367905;"KR";23;"25";2008
367905;"FR";23;"25";2008
367905;"FR";23;"25";2008
367905;"FR";23;"25";2008
367905;"FR";24;"5";2008
367905;"FR";24;"5";2008
367905;"FR";24;"5";2008
367905;"KR";24;"5";2008
367905;"KR";24;"5";2008
367905;"FR";24;"5";2008
367905;"FR";24;"5";2008
367905;"FR";24;"5";2008
367907;"FR";2;"25";2008
367907;"FR";21;"25";2008
367907;"FR";23;"25";2008
367907;"FR";24;"25";2008
367922;"FR";23;"10";2008
367922;"FR";23;"10";2008
367941;"FR";10;"5";2008
367941;"FR";23;"5";2008
367956;"FR";23;"75";2008
367956;"FR";23;"75";2008
367956;"FR";24;"25";2008
367956;"FR";24;"25";2008
367971;"FR";31;"10";2008
367971;"FR";31;"10";2008
367971;"FR";31;"10";2008
367975;"FR";1;"6666667";2008
367975;"FR";32;"3,333333E+07";2008
367988;"FR";31;"10";2008
367988;"FR";31;"10";2008
367988;"FR";31;"10";2008
367988;"FR";31;"10";2008
367990;"FR";8;"10";2008
368005;"FR";27;"10";2008
368005;"FR";27;"10";2008
368007;"FR";14;"3,333333E+07";2008
368007;"FR";14;"3,333333E+07";2008
368007;"FR";14;"3,333333E+07";2008
368007;"FR";14;"3,333333E+07";2008
368007;"FR";14;"3,333333E+07";2008
368007;"FR";15;"6666667";2008
368007;"FR";15;"6666667";2008
368007;"FR";15;"6666667";2008
368007;"FR";15;"6666667";2008
368007;"FR";15;"6666667";2008
368024;"FR";1;"25";2008
368024;"FR";1;"25";2008
368024;"FR";19;"5";2008
368024;"FR";19;"5";2008
368024;"FR";20;"25";2008
368024;"FR";20;"25";2008
368039;"FR";35;"10";2008
368058;"FR";14;"2";2008
368058;"FR";14;"2";2008
368058;"FR";14;"2";2008
368058;"FR";14;"2";2008
368058;"FR";14;"2";2008
368058;"FR";17;"4";2008
368058;"FR";17;"4";2008
368058;"FR";17;"4";2008
368058;"FR";17;"4";2008
368058;"FR";17;"4";2008
368058;"FR";28;"2";2008
368058;"FR";28;"2";2008
368058;"FR";28;"2";2008
368058;"FR";28;"2";2008
368058;"FR";28;"2";2008
