"appln_id";"ctry_code";"ipc_class_symbol";"priority_year"
352305990;"US";"A01B   1/08";2011
405330527;"CN";"A01B   1/08";2011
471215233;"CN";"A01B   1/08";2016
476773097;"CN";"A01B   1/08";2016
489671956;"CN";"A01B   1/08";2016
500693528;"CN";"A01B   1/08";2016
19121481;"FR";"A01B   1/10";2007
52401660;"US";"A01B   1/10";2006
336886216;"US";"A01B   1/10";2011
336886216;"US";"A01B   1/12";2011
352305990;"US";"A01B   1/12";2011
473833859;"CN";"A01B   1/12";2015
500722179;"CN";"A01B   1/12";2016
502291697;"CN";"A01B   1/14";2018
502291697;"CN";"A01B   1/14";2018
502291697;"CN";"A01B   1/14";2018
502291697;"CN";"A01B   1/14";2018
15067630;"DE";"A01B   1/16";2007
15068941;"DE";"A01B   1/16";2007
21457506;"GB";"A01B   1/16";2004
309526840;"DE";"A01B   1/16";2008
318174904;"FR";"A01B   1/16";2010
330321056;"AU";"A01B   1/16";2010
337955362;"JP";"A01B   1/16";2011
381075684;"JP";"A01B   1/16";2012
410119587;"CA";"A01B   1/16";2012
412573997;"JP";"A01B   1/16";2012
422252821;"NL";"A01B   1/16";2012
494714047;"CN";"A01B   1/16";2016
19121481;"FR";"A01B   1/18";2007
8087541;"CN";"A01B   1/20";2005
332283361;"CA";"A01B   1/20";2010
375545703;"DE";"A01B   1/20";2011
381251575;"US";"A01B   1/20";2012
405072780;"US";"A01B   1/20";2012
407125565;"US";"A01B   1/20";2012
407125565;"US";"A01B   1/20";2012
411879925;"CN";"A01B   1/20";2012
415019072;"AU";"A01B   1/20";2013
415019072;"AU";"A01B   1/20";2013
417281740;"CN";"A01B   1/20";2012
55748739;"US";"A01B  49/00";2007
55748739;"US";"A01B  49/00";2007
55748739;"US";"A01B  49/00";2007
363504632;"RU";"A01B  49/00";2010
409441695;"JP";"A01B  49/00";2011
409441695;"JP";"A01B  49/00";2011
409441695;"JP";"A01B  49/00";2011
415682288;"US";"A01B  49/00";2012
415682288;"US";"A01B  49/00";2012
425141948;"CN";"A01B  49/00";2014
425141948;"CN";"A01B  49/00";2014
425141948;"CN";"A01B  49/00";2014
425141948;"CN";"A01B  49/00";2014
441499190;"RU";"A01B  49/00";2013
448409755;"US";"A01B  49/00";2014
451222252;"RU";"A01B  49/00";2015
456157812;"RU";"A01B  49/00";2015
475061884;"GB";"A01B  49/00";2016
14929032;"DE";"A01B  49/02";2004
42862205;"RU";"A01B  49/02";2004
42862205;"RU";"A01B  49/02";2004
42862205;"RU";"A01B  49/02";2004
42863220;"RU";"A01B  49/02";2004
42863220;"RU";"A01B  49/02";2004
42942400;"RU";"A01B  49/02";2006
42942400;"RU";"A01B  49/02";2006
42942400;"RU";"A01B  49/02";2006
42942400;"RU";"A01B  49/02";2006
42942400;"RU";"A01B  49/02";2006
42955497;"RU";"A01B  49/02";2006
42955497;"RU";"A01B  49/02";2006
42955497;"RU";"A01B  49/02";2006
42955497;"RU";"A01B  49/02";2006
42955640;"RU";"A01B  49/02";2006
42955640;"RU";"A01B  49/02";2006
42955640;"RU";"A01B  49/02";2006
42955640;"RU";"A01B  49/02";2006
42955640;"RU";"A01B  49/02";2006
42955640;"RU";"A01B  49/02";2006
42962467;"RU";"A01B  49/02";2006
42962467;"RU";"A01B  49/02";2006
42962467;"RU";"A01B  49/02";2006
42962467;"RU";"A01B  49/02";2006
266968283;"RU";"A01B  49/02";2007
266968283;"RU";"A01B  49/02";2007
266968283;"RU";"A01B  49/02";2007
267524893;"DE";"A01B  49/02";2008
267524893;"DE";"A01B  49/02";2008
267524893;"DE";"A01B  49/02";2008
267524893;"DE";"A01B  49/02";2008
273458060;"BE";"A01B  49/02";2009
274176921;"US";"A01B  49/02";2009
320713478;"JP";"A01B  49/02";2009
320713478;"JP";"A01B  49/02";2009
320713478;"JP";"A01B  49/02";2009
328706718;"CN";"A01B  49/02";2010
328706718;"CN";"A01B  49/02";2010
328706718;"CN";"A01B  49/02";2010
330504278;"CN";"A01B  49/02";2010
330504278;"CN";"A01B  49/02";2010
330504278;"CN";"A01B  49/02";2010
330504278;"CN";"A01B  49/02";2010
330504278;"CN";"A01B  49/02";2010
331339648;"CN";"A01B  49/02";2009
340131451;"RU";"A01B  49/02";2010
340131451;"RU";"A01B  49/02";2010
340131451;"RU";"A01B  49/02";2010
340131451;"RU";"A01B  49/02";2010
340131451;"RU";"A01B  49/02";2010
340131451;"RU";"A01B  49/02";2010
340131451;"RU";"A01B  49/02";2010
340131451;"RU";"A01B  49/02";2010
340131451;"RU";"A01B  49/02";2010
340131451;"RU";"A01B  49/02";2010
340131451;"RU";"A01B  49/02";2010
340131451;"RU";"A01B  49/02";2010
351970824;"JP";"A01B  49/02";2010
351970824;"JP";"A01B  49/02";2010
351970824;"JP";"A01B  49/02";2010
351970824;"JP";"A01B  49/02";2010
375203349;"US";"A01B  49/02";2011
375203349;"US";"A01B  49/02";2011
375203349;"US";"A01B  49/02";2011
379093202;"RU";"A01B  49/02";2011
379093202;"RU";"A01B  49/02";2011
379093202;"RU";"A01B  49/02";2011
379197879;"US";"A01B  49/02";2011
379197879;"US";"A01B  49/02";2011
410569937;"RU";"A01B  49/02";2012
410569937;"RU";"A01B  49/02";2012
410569937;"RU";"A01B  49/02";2012
415682288;"US";"A01B  49/02";2012
415682288;"US";"A01B  49/02";2012
415814402;"CN";"A01B  49/02";2013
441234598;"CN";"A01B  49/02";2013
441498304;"RU";"A01B  49/02";2013
442617572;"CN";"A01B  49/02";2015
442617572;"CN";"A01B  49/02";2015
446169304;"CN";"A01B  49/02";2015
446296570;"CN";"A01B  49/02";2015
446296570;"CN";"A01B  49/02";2015
446296570;"CN";"A01B  49/02";2015
446296570;"CN";"A01B  49/02";2015
446296570;"CN";"A01B  49/02";2015
446296570;"CN";"A01B  49/02";2015
446296570;"CN";"A01B  49/02";2015
446296570;"CN";"A01B  49/02";2015
446296570;"CN";"A01B  49/02";2015
446296570;"CN";"A01B  49/02";2015
446831409;"CN";"A01B  49/02";2015
446831409;"CN";"A01B  49/02";2015
446831409;"CN";"A01B  49/02";2015
446831409;"CN";"A01B  49/02";2015
446831409;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
448317281;"CN";"A01B  49/02";2015
457888388;"CN";"A01B  49/02";2016
458749480;"CN";"A01B  49/02";2016
458749480;"CN";"A01B  49/02";2016
458749480;"CN";"A01B  49/02";2016
458749480;"CN";"A01B  49/02";2016
458749480;"CN";"A01B  49/02";2016
458749480;"CN";"A01B  49/02";2016
458749480;"CN";"A01B  49/02";2016
470097480;"CN";"A01B  49/02";2014
470290283;"CN";"A01B  49/02";2016
470290283;"CN";"A01B  49/02";2016
470290283;"CN";"A01B  49/02";2016
470290283;"CN";"A01B  49/02";2016
470290283;"CN";"A01B  49/02";2016
470290283;"CN";"A01B  49/02";2016
472082409;"CN";"A01B  49/02";2016
472082409;"CN";"A01B  49/02";2016
472082409;"CN";"A01B  49/02";2016
472082409;"CN";"A01B  49/02";2016
472082409;"CN";"A01B  49/02";2016
472082409;"CN";"A01B  49/02";2016
472082409;"CN";"A01B  49/02";2016
472082409;"CN";"A01B  49/02";2016
472584939;"CN";"A01B  49/02";2016
472797562;"CN";"A01B  49/02";2016
472797562;"CN";"A01B  49/02";2016
473613659;"CN";"A01B  49/02";2016
477345115;"RU";"A01B  49/02";2016
477345115;"RU";"A01B  49/02";2016
477345115;"RU";"A01B  49/02";2016
479608158;"CN";"A01B  49/02";2017
480118633;"RU";"A01B  49/02";2016
480118633;"RU";"A01B  49/02";2016
480118633;"RU";"A01B  49/02";2016
480118633;"RU";"A01B  49/02";2016
480118633;"RU";"A01B  49/02";2016
480118633;"RU";"A01B  49/02";2016
480118633;"RU";"A01B  49/02";2016
480118633;"RU";"A01B  49/02";2016
480837112;"CN";"A01B  49/02";2015
482195182;"CN";"A01B  49/02";2016
482538576;"CN";"A01B  49/02";2017
482538576;"CN";"A01B  49/02";2017
482538576;"CN";"A01B  49/02";2017
482538576;"CN";"A01B  49/02";2017
482538576;"CN";"A01B  49/02";2017
482538576;"CN";"A01B  49/02";2017
482538576;"CN";"A01B  49/02";2017
482538576;"CN";"A01B  49/02";2017
273691974;"FI";"A01B";2009
474782092;"IL";"A01B";2016
474782092;"IL";"A01B";2016
474782885;"IL";"A01B";2016
474782885;"IL";"A01B";2016
474783060;"IL";"A01B";2016
474783421;"IL";"A01B";2016
474783421;"IL";"A01B";2016
474783421;"IL";"A01B";2016
488748761;"IL";"A01B";2017
488748761;"IL";"A01B";2017
488748761;"IL";"A01B";2017
490408684;"IL";"A01B";2017
495643455;"IL";"A01B";2016
4848682;"US";"A01B   1/00";2004
4848682;"US";"A01B   1/00";2004
4848682;"US";"A01B   1/00";2004
4848682;"US";"A01B   1/00";2004
4848682;"US";"A01B   1/00";2004
4848682;"US";"A01B   1/00";2004
4848682;"US";"A01B   1/00";2004
4848682;"US";"A01B   1/00";2004
4866323;"CA";"A01B   1/00";2004
21440350;"GB";"A01B   1/00";2004
21446168;"GB";"A01B   1/00";2004
46458605;"CA";"A01B   1/00";2005
53637152;"US";"A01B   1/00";2004
266665654;"US";"A01B   1/00";2008
273503494;"US";"A01B   1/00";2008
315515417;"RU";"A01B   1/00";2008
315515417;"RU";"A01B   1/00";2008
315515417;"RU";"A01B   1/00";2008
378260433;"RU";"A01B   1/00";2011
378260433;"RU";"A01B   1/00";2011
378260433;"RU";"A01B   1/00";2011
407574869;"KR";"A01B   1/00";2011
407574869;"KR";"A01B   1/00";2011
417163149;"LT";"A01B   1/00";2012
422030921;"RU";"A01B   1/00";2013
471388417;"US";"A01B   1/00";2016
502571180;"CN";"A01B   1/00";2018
504160731;"CN";"A01B   1/00";2018
505271446;"CN";"A01B   1/00";2018
4848682;"US";"A01B   1/02";2004
4848682;"US";"A01B   1/02";2004
4848682;"US";"A01B   1/02";2004
4848682;"US";"A01B   1/02";2004
4848682;"US";"A01B   1/02";2004
4848682;"US";"A01B   1/02";2004
4848682;"US";"A01B   1/02";2004
4848682;"US";"A01B   1/02";2004
8409806;"CN";"A01B   1/02";2006
38809686;"JP";"A01B   1/02";2005
52208770;"US";"A01B   1/02";2006
53559195;"US";"A01B   1/02";2004
267234510;"GB";"A01B   1/02";2009
267234510;"GB";"A01B   1/02";2009
273393690;"US";"A01B   1/02";2007
274939294;"US";"A01B   1/02";2009
315483463;"FI";"A01B   1/02";2010
315483463;"FI";"A01B   1/02";2010
335349614;"US";"A01B   1/02";2010
364539542;"KR";"A01B   1/02";2012
409190772;"KR";"A01B   1/02";2011
410941497;"RU";"A01B   1/02";2011
437288742;"CN";"A01B   1/02";2013
440212588;"CN";"A01B   1/02";2013
440212590;"CN";"A01B   1/02";2013
445080028;"US";"A01B   1/02";2014
448203220;"KR";"A01B   1/02";2014
449580696;"CA";"A01B   1/02";2014
458196599;"CN";"A01B   1/02";2014
469560241;"CN";"A01B   1/02";2016
469824531;"CN";"A01B   1/02";2016
471388417;"US";"A01B   1/02";2016
473445389;"GB";"A01B   1/02";2016
474674055;"US";"A01B   1/02";2015
476746167;"CN";"A01B   1/02";2015
482184480;"CN";"A01B   1/02";2017
482184480;"CN";"A01B   1/02";2017
483008427;"KR";"A01B   1/02";2016
484468997;"US";"A01B   1/02";2016
486626452;"CN";"A01B   1/02";2017
487362536;"RU";"A01B   1/02";2017
491655066;"CN";"A01B   1/02";2017
491737081;"TR";"A01B   1/02";2017
491737081;"TR";"A01B   1/02";2017
491737081;"TR";"A01B   1/02";2017
495541718;"CN";"A01B   1/02";2017
505436368;"CN";"A01B   1/02";2017
52208770;"US";"A01B   1/04";2006
335349614;"US";"A01B   1/04";2010
364539542;"KR";"A01B   1/04";2012
409190772;"KR";"A01B   1/04";2011
422572782;"US";"A01B   1/04";2014
422572782;"US";"A01B   1/04";2014
425417042;"CN";"A01B   1/04";2013
442218177;"CN";"A01B   1/04";2014
444303625;"RU";"A01B   1/04";2014
487885136;"CN";"A01B   1/04";2017
19089733;"FR";"A01B   1/06";2005
42912728;"RU";"A01B   1/06";2005
273393690;"US";"A01B   1/06";2007
448203220;"KR";"A01B   1/06";2014
458206668;"CN";"A01B   1/06";2014
470488392;"CN";"A01B   1/06";2016
470488392;"CN";"A01B   1/06";2016
480741858;"CN";"A01B   1/06";2015
484468997;"US";"A01B   1/06";2016
491737081;"TR";"A01B   1/06";2017
491737081;"TR";"A01B   1/06";2017
491737081;"TR";"A01B   1/06";2017
493048743;"CN";"A01B   1/06";2017
422030921;"RU";"A01B   1/08";2013
442787210;"CN";"A01B   1/08";2013
442787212;"CN";"A01B   1/08";2015
442787212;"CN";"A01B   1/08";2015
447934348;"CN";"A01B   1/08";2015
405979665;"US";"A01B   1/10";2012
405979665;"US";"A01B   1/10";2012
491737081;"TR";"A01B   1/10";2017
491737081;"TR";"A01B   1/10";2017
491737081;"TR";"A01B   1/10";2017
440030817;"KR";"A01B   1/12";2014
320777505;"CN";"A01B   1/14";2010
447934348;"CN";"A01B   1/14";2015
478074250;"CN";"A01B   1/14";2015
2708518;"AU";"A01B  49/00";2005
8726942;"CN";"A01B  49/00";2007
8726942;"CN";"A01B  49/00";2007
55547681;"JP";"A01B  49/00";2007
55547681;"JP";"A01B  49/00";2007
266665654;"US";"A01B  49/00";2008
266981352;"RU";"A01B  49/00";2007
267653930;"UA";"A01B  49/00";2008
273202300;"RU";"A01B  49/00";2008
410492576;"RU";"A01B  49/00";2012
410492576;"RU";"A01B  49/00";2012
410492576;"RU";"A01B  49/00";2012
492958063;"US";"A01B  49/00";2016
494142975;"KR";"A01B  49/00";2017
42863219;"RU";"A01B  49/02";2004
42863219;"RU";"A01B  49/02";2004
42869144;"RU";"A01B  49/02";2004
42869233;"RU";"A01B  49/02";2004
42878525;"RU";"A01B  49/02";2004
42878525;"RU";"A01B  49/02";2004
42878525;"RU";"A01B  49/02";2004
274473641;"CN";"A01B  49/02";2008
328385085;"CN";"A01B  49/02";2010
328535772;"US";"A01B  49/02";2009
328535772;"US";"A01B  49/02";2009
328535772;"US";"A01B  49/02";2009
328535772;"US";"A01B  49/02";2009
328535772;"US";"A01B  49/02";2009
334209554;"RU";"A01B  49/02";2009
334209554;"RU";"A01B  49/02";2009
334209554;"RU";"A01B  49/02";2009
334209554;"RU";"A01B  49/02";2009
334475050;"JP";"A01B  49/02";2009
334475050;"JP";"A01B  49/02";2009
334475050;"JP";"A01B  49/02";2009
334475050;"JP";"A01B  49/02";2009
336317432;"CN";"A01B  49/02";2010
336648699;"PL";"A01B  49/02";2010
352497942;"RU";"A01B  49/02";2010
352497942;"RU";"A01B  49/02";2010
352497942;"RU";"A01B  49/02";2010
352497942;"RU";"A01B  49/02";2010
352497942;"RU";"A01B  49/02";2010
364456546;"JP";"A01B  49/02";2010
364456546;"JP";"A01B  49/02";2010
379146027;"CN";"A01B  49/02";2012
379146027;"CN";"A01B  49/02";2012
379146027;"CN";"A01B  49/02";2012
379146027;"CN";"A01B  49/02";2012
379146027;"CN";"A01B  49/02";2012
379410730;"CN";"A01B  49/02";2012
406584555;"CN";"A01B  49/02";2013
406584555;"CN";"A01B  49/02";2013
406584555;"CN";"A01B  49/02";2013
406584555;"CN";"A01B  49/02";2013
406584555;"CN";"A01B  49/02";2013
406584555;"CN";"A01B  49/02";2013
410154873;"US";"A01B  49/02";2012
423315250;"CN";"A01B  49/02";2014
423315250;"CN";"A01B  49/02";2014
423315250;"CN";"A01B  49/02";2014
423919329;"CN";"A01B  49/02";2014
423919329;"CN";"A01B  49/02";2014
423919329;"CN";"A01B  49/02";2014
423919329;"CN";"A01B  49/02";2014
423919329;"CN";"A01B  49/02";2014
425141956;"CN";"A01B  49/02";2014
425141956;"CN";"A01B  49/02";2014
425141956;"CN";"A01B  49/02";2014
425141956;"CN";"A01B  49/02";2014
425141956;"CN";"A01B  49/02";2014
425141956;"CN";"A01B  49/02";2014
425141956;"CN";"A01B  49/02";2014
447060788;"CN";"A01B  49/02";2015
447060788;"CN";"A01B  49/02";2015
447060788;"CN";"A01B  49/02";2015
447060788;"CN";"A01B  49/02";2015
447060788;"CN";"A01B  49/02";2015
448087838;"CN";"A01B  49/02";2015
448881246;"CN";"A01B  49/02";2015
450952615;"CN";"A01B  49/02";2015
456259321;"CN";"A01B  49/02";2016
456259321;"CN";"A01B  49/02";2016
456259321;"CN";"A01B  49/02";2016
456259321;"CN";"A01B  49/02";2016
456259321;"CN";"A01B  49/02";2016
456259321;"CN";"A01B  49/02";2016
456259321;"CN";"A01B  49/02";2016
456259321;"CN";"A01B  49/02";2016
456259321;"CN";"A01B  49/02";2016
456259321;"CN";"A01B  49/02";2016
456631718;"US";"A01B  49/02";2015
469711396;"IT";"A01B  49/02";2016
469959001;"JP";"A01B  49/02";2015
469959001;"JP";"A01B  49/02";2015
470559354;"CN";"A01B  49/02";2016
470559354;"CN";"A01B  49/02";2016
470559354;"CN";"A01B  49/02";2016
470559354;"CN";"A01B  49/02";2016
470559354;"CN";"A01B  49/02";2016
470950858;"CN";"A01B  49/02";2016
471100070;"CN";"A01B  49/02";2016
471100070;"CN";"A01B  49/02";2016
471100070;"CN";"A01B  49/02";2016
471100070;"CN";"A01B  49/02";2016
471100070;"CN";"A01B  49/02";2016
471100070;"CN";"A01B  49/02";2016
471100070;"CN";"A01B  49/02";2016
471100070;"CN";"A01B  49/02";2016
471100070;"CN";"A01B  49/02";2016
471335373;"IT";"A01B  49/02";2016
474066959;"RU";"A01B  49/02";2015
474349542;"CN";"A01B  49/02";2016
474349542;"CN";"A01B  49/02";2016
474349542;"CN";"A01B  49/02";2016
474349542;"CN";"A01B  49/02";2016
474349542;"CN";"A01B  49/02";2016
474349542;"CN";"A01B  49/02";2016
474349542;"CN";"A01B  49/02";2016
474349542;"CN";"A01B  49/02";2016
474349542;"CN";"A01B  49/02";2016
474349542;"CN";"A01B  49/02";2016
474349542;"CN";"A01B  49/02";2016
475549653;"CN";"A01B  49/02";2016
475549653;"CN";"A01B  49/02";2016
475549653;"CN";"A01B  49/02";2016
475549653;"CN";"A01B  49/02";2016
476514508;"CN";"A01B  49/02";2016
476671304;"CN";"A01B  49/02";2016
476696565;"CN";"A01B  49/02";2016
476718732;"CN";"A01B  49/02";2017
476718732;"CN";"A01B  49/02";2017
476718732;"CN";"A01B  49/02";2017
476718732;"CN";"A01B  49/02";2017
476718732;"CN";"A01B  49/02";2017
477336951;"RU";"A01B  49/02";2015
477336951;"RU";"A01B  49/02";2015
477336951;"RU";"A01B  49/02";2015
477336951;"RU";"A01B  49/02";2015
477336951;"RU";"A01B  49/02";2015
477336951;"RU";"A01B  49/02";2015
477336951;"RU";"A01B  49/02";2015
477336951;"RU";"A01B  49/02";2015
477336951;"RU";"A01B  49/02";2015
477336951;"RU";"A01B  49/02";2015
482149675;"CN";"A01B  49/02";2017
482149675;"CN";"A01B  49/02";2017
482149675;"CN";"A01B  49/02";2017
482149675;"CN";"A01B  49/02";2017
482149675;"CN";"A01B  49/02";2017
482149675;"CN";"A01B  49/02";2017
482149675;"CN";"A01B  49/02";2017
482149675;"CN";"A01B  49/02";2017
482149675;"CN";"A01B  49/02";2017
482149675;"CN";"A01B  49/02";2017
482149675;"CN";"A01B  49/02";2017
482149675;"CN";"A01B  49/02";2017
482221473;"CN";"A01B  49/02";2017
482239989;"CN";"A01B  49/02";2015
482298417;"CN";"A01B  49/02";2016
482769684;"CN";"A01B  49/02";2017
483661628;"CN";"A01B  49/02";2017
484102100;"CN";"A01B  49/02";2017
485431337;"RU";"A01B  49/02";2016
485431337;"RU";"A01B  49/02";2016
486422453;"CN";"A01B  49/02";2017
486819105;"CN";"A01B  49/02";2016
487561178;"CN";"A01B  49/02";2017
489579735;"CN";"A01B  49/02";2017
490810384;"CN";"A01B  49/02";2017
490937793;"CN";"A01B  49/02";2017
490937793;"CN";"A01B  49/02";2017
490937793;"CN";"A01B  49/02";2017
490937793;"CN";"A01B  49/02";2017
490937793;"CN";"A01B  49/02";2017
490937793;"CN";"A01B  49/02";2017
490937793;"CN";"A01B  49/02";2017
490937793;"CN";"A01B  49/02";2017
490937793;"CN";"A01B  49/02";2017
490937793;"CN";"A01B  49/02";2017
490937793;"CN";"A01B  49/02";2017
490937793;"CN";"A01B  49/02";2017
492751629;"CN";"A01B  49/02";2017
493411473;"CN";"A01B  49/02";2017
493484712;"CN";"A01B  49/02";2017
493484712;"CN";"A01B  49/02";2017
493484712;"CN";"A01B  49/02";2017
495047698;"CN";"A01B  49/02";2017
497615159;"CN";"A01B  49/02";2018
498533175;"CN";"A01B  49/02";2018
499055705;"CN";"A01B  49/02";2018
499055705;"CN";"A01B  49/02";2018
502292750;"CN";"A01B  49/02";2018
502292750;"CN";"A01B  49/02";2018
502292750;"CN";"A01B  49/02";2018
502292750;"CN";"A01B  49/02";2018
502292750;"CN";"A01B  49/02";2018
502292750;"CN";"A01B  49/02";2018
502292750;"CN";"A01B  49/02";2018
502292750;"CN";"A01B  49/02";2018
502292750;"CN";"A01B  49/02";2018
502428622;"CN";"A01B  49/02";2018
502491398;"CN";"A01B  49/02";2018
502491398;"CN";"A01B  49/02";2018
502526385;"US";"A01B  49/02";2017
502526385;"US";"A01B  49/02";2017
502526385;"US";"A01B  49/02";2017
502526385;"US";"A01B  49/02";2017
502748836;"CN";"A01B  49/02";2018
503560358;"CN";"A01B  49/02";2018
503560358;"CN";"A01B  49/02";2018
503966038;"CN";"A01B  49/02";2018
503966038;"CN";"A01B  49/02";2018
503966038;"CN";"A01B  49/02";2018
18574504;"FI";"A01B";2004
54932026;"ZA";"A01B";2005
323579339;"ZA";"A01B";2009
474782779;"IL";"A01B";2016
474783529;"IL";"A01B";2016
478340670;"FI";"A01B";2017
478340670;"FI";"A01B";2017
478340670;"FI";"A01B";2017
488747633;"IL";"A01B";2017
488747633;"IL";"A01B";2017
488747633;"IL";"A01B";2017
488748283;"IL";"A01B";2017
488748576;"IL";"A01B";2017
488748576;"IL";"A01B";2017
488748576;"IL";"A01B";2017
490408935;"IL";"A01B";2017
490410621;"IL";"A01B";2017
490410907;"IL";"A01B";2017
490410907;"IL";"A01B";2017
2707006;"AU";"A01B   1/00";2005
4924446;"CA";"A01B   1/00";2006
5015348;"CA";"A01B   1/00";2008
57023751;"AU";"A01B   1/00";2008
58074831;"US";"A01B   1/00";2008
266968281;"RU";"A01B   1/00";2007
315599864;"US";"A01B   1/00";2008
315599864;"US";"A01B   1/00";2008
315599864;"US";"A01B   1/00";2008
315599864;"US";"A01B   1/00";2008
333368617;"US";"A01B   1/00";2010
413800373;"KR";"A01B   1/00";2012
419030859;"CN";"A01B   1/00";2014
438846002;"BR";"A01B   1/00";2012
444448629;"KR";"A01B   1/00";2014
458490820;"CN";"A01B   1/00";2016
469379889;"KR";"A01B   1/00";2015
469379889;"KR";"A01B   1/00";2015
469379889;"KR";"A01B   1/00";2015
14982003;"DE";"A01B   1/02";2005
21494451;"GB";"A01B   1/02";2006
21516661;"GB";"A01B   1/02";2007
38452248;"JP";"A01B   1/02";2004
42938347;"RU";"A01B   1/02";2006
42938347;"RU";"A01B   1/02";2006
46250359;"US";"A01B   1/02";2005
46250359;"US";"A01B   1/02";2005
53679994;"US";"A01B   1/02";2004
56924579;"US";"A01B   1/02";2007
328032654;"JP";"A01B   1/02";2009
328058322;"US";"A01B   1/02";2009
329103043;"KR";"A01B   1/02";2009
329495987;"US";"A01B   1/02";2009
332883921;"IT";"A01B   1/02";2010
339186597;"US";"A01B   1/02";2010
411515906;"CN";"A01B   1/02";2013
417450002;"CN";"A01B   1/02";2012
438931881;"DE";"A01B   1/02";2014
439329676;"GB";"A01B   1/02";2015
440768731;"CN";"A01B   1/02";2013
441687504;"CN";"A01B   1/02";2013
447934342;"CN";"A01B   1/02";2014
458861104;"AU";"A01B   1/02";2016
467763893;"CN";"A01B   1/02";2016
467763893;"CN";"A01B   1/02";2016
472452334;"US";"A01B   1/02";2016
472452348;"US";"A01B   1/02";2016
473623492;"CN";"A01B   1/02";2016
489708547;"CN";"A01B   1/02";2017
490509650;"CN";"A01B   1/02";2017
502263798;"CN";"A01B   1/02";2018
502818457;"US";"A01B   1/02";2018
53679994;"US";"A01B   1/04";2004
274469580;"FR";"A01B   1/04";2009
275055220;"US";"A01B   1/04";2009
318820492;"CN";"A01B   1/04";2010
329495987;"US";"A01B   1/04";2009
334655252;"CN";"A01B   1/04";2010
352853088;"JP";"A01B   1/04";2010
352853088;"JP";"A01B   1/04";2010
497938335;"CN";"A01B   1/04";2018
2707413;"AU";"A01B   1/06";2005
14982003;"DE";"A01B   1/06";2005
42866594;"RU";"A01B   1/06";2004
329103043;"KR";"A01B   1/06";2009
333862805;"US";"A01B   1/06";2010
413800373;"KR";"A01B   1/06";2012
450952589;"CN";"A01B   1/06";2014
469379889;"KR";"A01B   1/06";2015
469379889;"KR";"A01B   1/06";2015
469379889;"KR";"A01B   1/06";2015
492073506;"CN";"A01B   1/06";2016
494248480;"RU";"A01B   1/06";2017
494248480;"RU";"A01B   1/06";2017
494248480;"RU";"A01B   1/06";2017
494248480;"RU";"A01B   1/06";2017
494248480;"RU";"A01B   1/06";2017
273623339;"CN";"A01B   1/08";2009
273623339;"CN";"A01B   1/08";2009
375784339;"CN";"A01B   1/08";2012
375784339;"CN";"A01B   1/08";2012
375784339;"CN";"A01B   1/08";2012
375784339;"CN";"A01B   1/08";2012
375784339;"CN";"A01B   1/08";2012
375784339;"CN";"A01B   1/08";2012
375784339;"CN";"A01B   1/08";2012
375784339;"CN";"A01B   1/08";2012
375784339;"CN";"A01B   1/08";2012
438846756;"CN";"A01B   1/08";2013
442223183;"US";"A01B   1/08";2014
482525888;"CN";"A01B   1/08";2017
42866594;"RU";"A01B   1/10";2004
416244412;"JP";"A01B   1/10";2012
375784339;"CN";"A01B   1/14";2012
375784339;"CN";"A01B   1/14";2012
375784339;"CN";"A01B   1/14";2012
375784339;"CN";"A01B   1/14";2012
375784339;"CN";"A01B   1/14";2012
375784339;"CN";"A01B   1/14";2012
375784339;"CN";"A01B   1/14";2012
375784339;"CN";"A01B   1/14";2012
375784339;"CN";"A01B   1/14";2012
425309213;"CN";"A01B   1/14";2013
442223183;"US";"A01B   1/14";2014
446296522;"CN";"A01B   1/14";2015
446296522;"CN";"A01B   1/14";2015
446296522;"CN";"A01B   1/14";2015
471360581;"FR";"A01B   1/14";2016
471360581;"FR";"A01B   1/14";2016
471360581;"FR";"A01B   1/14";2016
471457924;"CN";"A01B   1/14";2016
471457924;"CN";"A01B   1/14";2016
471457924;"CN";"A01B   1/14";2016
471457924;"CN";"A01B   1/14";2016
471457924;"CN";"A01B   1/14";2016
471457924;"CN";"A01B   1/14";2016
471457924;"CN";"A01B   1/14";2016
471457924;"CN";"A01B   1/14";2016
471457924;"CN";"A01B   1/14";2016
471457924;"CN";"A01B   1/14";2016
