"";"Years";"X.1";"accumulated";"accumulated2"
"1";1960;"";"";"0"
"2";1961;"";"";"0"
"3";1962;"";"";"0"
"4";1963;"";"";"0"
"5";1964;"";"";"0"
"6";1965;"";"";"0"
"7";1966;"";"";"0"
"8";1967;"";"";"0"
"9";1968;"";"";"0"
"10";1969;"";"";"0"
"11";1970;"";"";"0"
"12";1971;"";"";"0"
"13";1972;"";"";"0"
"14";1973;"";"";"0"
"15";1974;"";"";"0"
"16";1975;"";"";"0"
"17";1976;"";"";"0"
"18";1977;"";"";"0"
"19";1978;"";"";"0"
"20";1979;"";"";"0"
